178.854;89.880;688.001
179.672;89.832;688.001
180.538;89.771;688.001
181.450;89.707;688.001
182.406;89.665;688.001
183.402;89.614;688.001
184.438;89.554;688.001
185.515;89.488;688.001
186.636;89.435;688.001
187.806;89.416;688.001
189.027;89.365;688.001
190.288;89.367;688.000
191.577;89.368;687.999
192.899;89.350;687.999
194.262;89.352;687.999
195.667;89.342;687.999
197.086;89.329;688.000
198.507;89.312;688.000
199.925;89.276;688.000
201.341;89.221;688.000
202.761;89.152;688.000
204.190;89.063;687.999
205.649;88.948;687.999
207.143;88.812;687.998
208.676;88.661;687.998
210.249;88.514;687.998
211.856;88.396;687.999
213.496;88.290;688.000
215.167;88.195;687.999
216.872;88.118;687.999
218.608;88.062;687.999
220.373;88.030;688.003
222.165;88.019;688.034
223.978;88.021;688.103
225.811;88.024;688.242
227.656;88.030;688.473
229.508;88.035;688.815
231.359;88.039;689.276
233.199;88.042;689.866
235.017;88.043;690.589
236.801;88.041;691.448
238.541;88.038;692.442
240.238;88.033;693.554
241.892;88.028;694.776
243.499;88.024;696.099
245.066;88.022;697.507
246.594;88.021;698.995
248.081;88.022;700.562
249.525;88.024;702.203
250.931;88.025;703.909
252.302;88.026;705.679
253.627;88.024;707.500
254.915;88.021;709.348
256.175;88.017;711.215
257.415;88.014;713.095
258.652;88.012;715.002
259.893;88.013;716.938
261.141;88.016;718.904
262.397;88.019;720.896
263.664;88.022;722.913
264.945;88.023;724.955
266.258;88.023;727.006
267.616;88.021;729.058
269.044;88.020;731.089
270.532;88.024;733.040
272.081;88.033;734.890
273.694;88.043;736.628
275.371;88.049;738.247
277.107;88.050;739.741
278.914;88.046;741.115
280.822;88.038;742.386
282.829;88.030;743.544
284.929;88.029;744.579
287.115;88.031;745.482
289.378;88.036;746.248
291.708;88.040;746.875
294.093;88.041;747.381
296.526;88.038;747.781
298.997;88.032;748.102
301.503;88.022;748.367
304.039;88.013;748.592
306.606;88.008;748.787
309.201;88.009;748.960
311.825;88.012;749.118
314.476;88.017;749.266
317.156;88.022;749.407
319.862;88.025;749.543
322.597;88.025;749.677
325.347;88.023;749.810
328.060;88.020;749.940
330.730;88.018;750.067
333.358;88.020;750.190
335.946;88.022;750.311
338.494;88.023;750.429
341.022;88.022;750.545
343.577;88.020;750.663
346.140;88.018;750.780
348.663;88.017;750.895
351.163;88.018;751.009
353.688;88.019;751.125
356.211;88.020;751.241
358.693;88.021;751.354
361.179;88.021;751.468
363.685;88.020;751.583
366.157;88.019;751.696
368.590;88.019;751.798
370.984;88.019;751.868
373.358;88.021;751.897
375.759;88.022;751.876
378.186;88.024;751.797
380.616;88.026;751.653
383.002;88.027;751.442
385.338;88.028;751.145
387.617;88.030;750.746
389.834;88.035;750.237
391.980;88.039;749.614
394.053;88.042;748.876
396.087;88.040;748.004
398.082;88.036;746.993
400.028;88.035;745.841
401.913;88.037;744.550
403.737;88.037;743.132
405.503;88.036;741.602
407.221;88.031;739.981
408.909;88.024;738.289
410.579;88.017;736.542
412.240;88.011;734.750
413.899;88.009;732.918
415.562;88.011;731.053
417.232;88.014;729.159
418.913;88.019;727.237
420.607;88.023;725.291
422.315;88.025;723.320
424.038;88.024;721.328
425.778;88.022;719.313
427.534;88.018;717.277
429.312;88.016;715.222
431.127;88.016;713.165
432.985;88.018;711.113
434.895;88.021;709.073
436.858;88.024;707.073
438.841;88.027;705.150
440.846;88.029;703.318
442.885;88.035;701.593
444.961;88.039;699.982
447.062;88.040;698.476
449.181;88.037;697.068
451.302;88.030;695.736
453.422;88.022;694.481
455.541;88.016;693.304
457.664;88.016;692.222
459.796;88.021;691.252
461.939;88.030;690.406
464.086;88.039;689.692
466.234;88.047;689.115
468.374;88.051;688.674
470.517;88.048;688.353
472.698;88.039;688.135
474.904;88.027;688.000
477.083;88.016;687.926
479.228;88.009;687.897
481.339;88.010;687.900
483.444;88.013;687.924
485.577;88.017;687.965
487.738;88.021;688.017
489.927;88.024;688.078
492.141;88.024;688.144
494.382;88.023;688.213
496.620;88.021;688.285
498.820;88.019;688.352
500.986;88.019;688.398
503.118;88.022;688.429
505.217;88.025;688.432
507.288;88.025;688.413
509.374;88.022;688.380
511.489;88.018;688.336
513.611;88.012;688.285
515.695;87.991;688.229
517.738;87.934;688.174
519.745;87.823;688.122
521.717;87.652;688.072
523.654;87.422;688.022
525.557;87.136;687.973
527.428;86.793;687.924
529.266;86.394;687.877
531.071;85.941;687.830
532.845;85.434;687.784
534.588;84.875;687.738
536.301;84.264;687.693
537.984;83.603;687.649
539.637;82.891;687.606
541.262;82.131;687.563
542.858;81.322;687.521
544.426;80.466;687.480
545.967;79.563;687.439
547.483;78.617;687.411
549.070;77.832;687.463
550.695;77.022;687.562
552.329;76.179;687.688
554.048;75.602;687.838
555.728;75.039;687.979
557.388;74.489;688.077
559.082;74.029;688.128
560.822;73.576;688.146
562.615;73.168;688.132
564.459;72.806;688.083
566.353;72.502;688.013
568.257;72.277;687.930
570.167;72.116;687.840
572.055;72.034;687.744
573.911;72.016;687.645
575.723;72.011;687.553
577.498;72.000;687.485
579.242;71.981;687.438
580.953;71.934;687.420
582.634;71.845;687.418
584.285;71.697;687.417
585.908;71.489;687.422
587.507;71.222;687.446
589.087;70.900;687.452
590.650;70.525;687.449
592.198;70.102;687.421
593.735;69.651;687.353
595.259;69.190;687.264
596.769;68.722;687.179
598.263;68.242;687.103
599.758;67.735;687.070
601.285;67.167;687.076
602.841;66.532;687.134
604.430;65.836;687.248
606.055;65.083;687.382
607.718;64.269;687.517
609.426;63.399;687.639
611.185;62.480;687.731
613.002;61.529;687.804
614.889;60.574;687.866
616.835;59.604;687.919
618.836;58.614;687.963
620.876;57.606;688.000
622.943;56.583;688.032
625.037;55.541;688.060
627.165;54.475;688.085
629.347;53.377;688.109
631.584;52.249;688.134
